Fecha,Producto,Región,Ventas
2024-04-20,A,Norte,207
2024-09-07,B,Norte,382
2024-01-07,C,Oeste,496
2024-03-24,B,Centro,468
2024-07-26,C,Centro,446
2024-11-09,C,Sur,256
2024-01-22,D,Sur,223
2024-01-03,D,Oeste,233
2024-05-06,B,Sur,314
2024-10-23,A,Oeste,295
2024-07-06,B,Norte,85
2024-12-27,C,Sur,422
2024-01-14,D,Norte,308
2024-01-12,B,Este,68
2024-03-27,B,Oeste,461
2024-01-12,D,Este,72
2024-01-25,D,Sur,153
2024-10-27,D,Norte,290
2024-08-30,C,Sur,440
2024-05-01,D,Este,410
2024-05-26,A,Sur,253
2024-02-24,B,Centro,302
2024-08-25,D,Este,191
2024-12-21,D,Sur,351
2024-06-21,C,Norte,192
2024-08-08,C,Sur,320
2024-04-28,B,Norte,356
2024-11-04,A,Centro,159
2024-07-01,B,Sur,57
2024-10-14,D,Centro,118
2024-11-02,A,Este,239
2024-10-26,A,Norte,228
2024-03-22,A,Este,112
2024-07-29,A,Norte,117
2024-05-29,B,Centro,255
2024-02-06,C,Oeste,449
2024-12-17,C,Sur,457
2024-11-07,D,Centro,55
2024-12-26,C,Norte,168
2024-02-28,C,Norte,362
2024-05-10,C,Norte,80
2024-07-20,C,Norte,55
2024-08-30,D,Sur,256
2024-02-04,B,Este,206
2024-04-02,A,Oeste,116
2024-07-25,C,Sur,436
2024-12-18,B,Norte,461
2024-11-27,C,Sur,379
2024-10-31,C,Centro,419
2024-12-15,A,Norte,402
2024-07-31,A,Oeste,481
2024-06-07,A,Norte,385
2024-01-24,C,Oeste,428
2024-10-19,C,Oeste,443
2024-01-04,C,Este,338
2024-08-07,A,Este,189
2024-12-29,D,Sur,490
2024-01-20,B,Sur,349
2024-05-31,D,Oeste,62
2024-02-19,C,Norte,201
2024-06-25,C,Centro,477
2024-04-05,D,Centro,362
2024-04-14,C,Norte,401
2024-09-06,B,Norte,449
2024-04-26,C,Este,158
2024-12-19,B,Centro,425
2024-08-15,D,Oeste,405
2024-03-06,D,Sur,198
2024-11-30,C,Este,416
2024-09-18,B,Centro,253
2024-10-21,C,Norte,356
2024-08-30,A,Centro,70
2024-07-04,A,Oeste,109
2024-09-02,A,Este,484
2024-05-04,A,Norte,70
2024-09-24,C,Oeste,412
2024-05-10,A,Sur,431
2024-08-24,B,Este,294
2024-01-18,D,Oeste,439
2024-02-09,D,Oeste,122
2024-01-21,A,Norte,498
2024-08-12,A,Sur,125
2024-12-20,A,Oeste,235
2024-10-08,C,Este,127
2024-01-08,D,Oeste,439
2024-04-09,A,Centro,114
2024-08-27,B,Este,391
2024-03-27,A,Este,339
2024-10-24,D,Oeste,105
2024-01-14,A,Norte,380
2024-11-29,D,Este,308
2024-01-02,A,Centro,475
2024-10-19,B,Norte,239
2024-11-20,A,Norte,55
2024-02-10,B,Norte,55
2024-11-13,B,Este,240
2024-11-11,A,Norte,197
2024-04-20,B,Oeste,454
2024-01-14,C,Norte,307
2024-08-18,A,Centro,267
2024-03-24,A,Sur,139
2024-05-09,B,Centro,361
2024-08-18,B,Este,401
2024-11-21,A,Norte,59
2024-05-24,C,Norte,136
2024-12-10,B,Oeste,299
2024-01-28,B,Norte,375
2024-03-06,D,Centro,200
2024-06-11,C,Este,162
2024-08-16,C,Sur,79
2024-09-17,A,Norte,177
2024-06-12,C,Sur,127
2024-10-27,A,Norte,470
2024-10-29,D,Este,104
2024-10-13,C,Centro,354
2024-01-10,B,Este,83
2024-07-13,D,Sur,154
2024-04-27,A,Norte,221
2024-09-26,D,Sur,71
2024-03-20,A,Centro,336
2024-04-02,D,Este,440
2024-09-22,A,Sur,154
2024-11-27,C,Sur,198
2024-12-15,B,Centro,321
2024-12-26,A,Norte,325
2024-09-13,D,Sur,348
2024-05-12,A,Centro,221
2024-10-02,A,Norte,96
2024-09-20,A,Norte,163
2024-06-19,D,Este,324
2024-01-01,B,Centro,353
2024-11-08,C,Norte,256
2024-03-04,B,Este,444
2024-10-10,A,Oeste,462
2024-04-30,D,Centro,291
2024-04-16,B,Oeste,350
2024-06-23,A,Norte,245
2024-07-22,C,Centro,213
2024-06-13,C,Este,225
2024-10-31,C,Norte,392
2024-04-29,A,Centro,320
2024-02-13,D,Centro,159
2024-11-07,B,Oeste,221
2024-06-04,C,Norte,401
2024-07-25,A,Este,251
2024-04-17,A,Este,217
2024-09-07,B,Norte,151
2024-11-29,C,Norte,135
2024-05-09,A,Sur,191
2024-10-19,B,Oeste,496
2024-01-20,D,Norte,386
2024-10-08,D,Norte,262
2024-10-11,D,Sur,100
2024-01-01,C,Sur,161
2024-04-28,B,Centro,491
2024-02-04,B,Este,320
2024-07-16,A,Oeste,114
2024-09-01,A,Centro,393
2024-02-28,A,Norte,232
2024-11-20,B,Sur,381
2024-06-09,A,Este,59
2024-06-27,B,Centro,283
2024-07-24,B,Este,347
2024-01-12,D,Sur,293
2024-10-02,A,Centro,400
2024-06-29,D,Centro,316
2024-08-29,C,Este,167
2024-08-03,C,Sur,193
2024-09-07,C,Norte,430
2024-10-25,B,Centro,250
2024-05-05,B,Norte,288
2024-08-04,B,Sur,383
2024-11-01,A,Centro,452
2024-10-11,D,Centro,464
2024-07-03,B,Norte,486
2024-02-08,D,Oeste,295
2024-08-10,D,Norte,395
2024-07-02,D,Norte,57
2024-06-26,A,Oeste,201
2024-10-20,A,Sur,441
2024-12-05,C,Sur,260
2024-05-30,C,Centro,416
2024-05-05,D,Este,481
2024-10-27,C,Este,207
2024-11-03,D,Centro,107
2024-12-01,A,Este,135
2024-08-21,A,Norte,104
2024-01-08,A,Norte,250
2024-12-06,B,Oeste,171
2024-05-08,D,Oeste,495
2024-09-20,A,Centro,157
2024-06-05,D,Centro,353
2024-12-17,C,Centro,181
2024-12-23,C,Norte,470
2024-01-05,A,Este,441
2024-03-26,D,Centro,434
2024-06-23,A,Centro,247
2024-10-16,C,Norte,96
2024-07-11,A,Norte,277
2024-11-06,D,Norte,294
2024-04-28,C,Este,252
2024-08-05,B,Centro,310
2024-04-23,C,Sur,227
2024-05-24,B,Sur,73
2024-01-26,A,Centro,224
2024-05-15,A,Centro,323
2024-10-29,D,Centro,389
2024-08-19,B,Centro,461
2024-03-16,A,Este,310
2024-11-23,B,Sur,335
2024-12-10,A,Oeste,50
2024-10-28,C,Sur,135
2024-10-15,A,Sur,387
2024-01-01,D,Norte,479
2024-05-26,C,Centro,118
2024-10-13,D,Centro,80
2024-05-21,C,Centro,247
2024-02-22,B,Norte,140
2024-10-30,D,Este,489
2024-03-09,A,Este,398
2024-12-26,B,Oeste,432
2024-03-30,A,Este,461
2024-08-07,C,Este,65
2024-07-10,C,Centro,359
2024-03-03,A,Sur,486
2024-03-13,A,Este,445
2024-06-09,B,Este,325
2024-06-17,A,Norte,387
2024-03-29,D,Oeste,211
2024-06-24,D,Norte,486
2024-09-25,A,Centro,241
2024-03-13,D,Sur,200
2024-09-01,A,Oeste,414
2024-03-17,B,Norte,460
2024-06-07,D,Este,162
2024-11-19,D,Este,322
2024-04-07,A,Oeste,225
2024-04-11,D,Este,198
2024-05-11,C,Norte,227
2024-04-11,B,Norte,473
2024-01-19,B,Este,431
2024-03-22,D,Este,272
2024-10-05,D,Centro,308
2024-12-04,C,Sur,322
2024-12-30,C,Oeste,238
2024-11-26,D,Norte,355
2024-05-08,D,Oeste,427
2024-12-09,C,Centro,139
2024-11-05,A,Norte,392
2024-03-29,C,Centro,311
2024-07-31,A,Centro,205
2024-05-22,B,Este,249
2024-03-05,B,Oeste,104
2024-03-16,C,Oeste,303
2024-07-17,A,Este,491
2024-05-22,C,Oeste,222
2024-11-11,C,Este,249
2024-04-02,A,Norte,452
2024-10-31,C,Centro,151
2024-08-11,B,Centro,334
2024-10-17,D,Oeste,200
2024-04-11,D,Sur,160
2024-09-23,C,Centro,465
2024-12-20,A,Este,315
2024-04-19,A,Sur,140
2024-11-25,B,Sur,226
2024-09-21,A,Centro,498
2024-01-03,A,Centro,280
2024-03-25,B,Centro,78
2024-10-08,C,Este,492
2024-11-23,D,Sur,350
2024-10-30,B,Oeste,244
2024-04-26,C,Este,356
2024-08-08,B,Norte,288
2024-06-02,C,Centro,406
2024-06-01,B,Sur,433
2024-01-12,C,Este,316
2024-05-12,B,Norte,263
2024-10-30,C,Este,131
2024-10-19,B,Este,177
2024-10-26,D,Oeste,311
2024-08-15,D,Oeste,116
2024-09-27,A,Este,111
2024-02-12,C,Norte,182
2024-12-08,B,Sur,186
2024-11-21,C,Sur,77
2024-10-28,D,Centro,260
2024-12-29,C,Centro,254
2024-01-21,B,Sur,302
2024-04-16,C,Este,87
2024-12-01,B,Este,92
2024-10-29,D,Oeste,166
2024-04-26,D,Oeste,454
2024-05-03,D,Centro,239
2024-10-07,A,Sur,95
2024-10-18,D,Este,215
2024-07-21,C,Sur,354
2024-02-20,A,Norte,252
2024-09-27,D,Sur,282
2024-11-19,C,Norte,294
2024-10-03,C,Oeste,258
2024-05-20,C,Oeste,297
2024-10-01,B,Centro,344
2024-10-16,A,Sur,376
2024-11-29,C,Sur,432
2024-02-21,B,Norte,207
2024-01-27,D,Oeste,454
2024-06-05,C,Norte,50
2024-08-26,B,Oeste,266
2024-06-04,C,Norte,465
2024-10-17,A,Oeste,298
2024-05-15,A,Norte,441
2024-05-23,D,Oeste,118
2024-04-15,C,Norte,79
2024-06-06,B,Sur,164
2024-05-25,D,Centro,57
2024-01-02,C,Norte,418
2024-03-17,D,Centro,324
2024-05-11,B,Sur,364
2024-03-30,D,Sur,488
2024-12-10,D,Oeste,463
2024-12-15,D,Centro,384
2024-09-19,C,Este,85
2024-12-16,B,Oeste,360
2024-04-17,A,Centro,93
2024-03-14,C,Norte,204
2024-02-08,A,Norte,126
2024-06-07,A,Sur,127
2024-03-11,C,Este,150
2024-11-07,C,Norte,487
2024-08-28,B,Centro,481
2024-10-24,B,Centro,79
2024-02-05,D,Norte,88
2024-03-24,A,Centro,288
2024-09-19,B,Centro,62
2024-11-05,D,Sur,171
2024-06-20,B,Este,193
2024-06-21,C,Sur,221
2024-12-27,B,Este,417
2024-02-16,A,Centro,296
2024-05-20,B,Este,296
2024-04-27,A,Centro,460
2024-10-03,C,Centro,94
2024-08-01,A,Sur,302
2024-08-07,B,Sur,424
2024-01-26,D,Oeste,340
2024-01-09,C,Norte,256
2024-09-27,B,Oeste,461
2024-01-10,C,Oeste,56
2024-04-30,C,Este,495
2024-05-04,B,Centro,291
2024-06-18,B,Centro,159
2024-03-12,D,Centro,163
2024-05-31,C,Norte,356
2024-07-26,C,Este,351
2024-02-18,B,Este,325
2024-06-02,A,Centro,145
2024-12-12,B,Oeste,343
2024-10-19,C,Norte,238
2024-03-08,B,Oeste,409
2024-02-19,D,Sur,337
2024-05-31,A,Este,203
2024-01-19,B,Este,107
2024-04-09,D,Oeste,472
2024-02-29,C,Norte,453
2024-06-15,B,Este,387
2024-07-20,C,Oeste,99
2024-12-10,D,Norte,256
2024-05-25,C,Oeste,101
2024-06-12,D,Norte,391
2024-08-29,D,Centro,420
2024-03-09,D,Norte,199
2024-06-23,B,Sur,102
2024-02-18,C,Centro,262
2024-04-17,C,Oeste,115
2024-08-13,A,Centro,281
2024-06-09,A,Centro,422
2024-04-28,A,Oeste,348
2024-05-28,A,Oeste,387
2024-05-29,C,Sur,200
2024-10-19,D,Oeste,254
2024-05-22,D,Este,369
2024-06-08,B,Este,304
2024-01-11,D,Sur,186
2024-05-17,C,Norte,418
2024-03-18,C,Norte,184
2024-03-17,C,Este,474
2024-09-10,B,Oeste,103
2024-09-14,A,Sur,114
2024-11-15,D,Norte,51
2024-10-17,C,Norte,181
2024-09-19,C,Centro,383
2024-03-25,A,Este,81
2024-05-25,C,Oeste,405
2024-11-18,D,Sur,435
2024-02-11,B,Norte,409
2024-05-04,C,Centro,292
2024-06-15,D,Este,241
2024-08-28,C,Este,191
2024-10-06,A,Sur,197
2024-07-06,C,Norte,138
2024-10-28,C,Sur,98
2024-01-19,B,Sur,185
2024-03-08,A,Centro,240
2024-08-05,A,Este,479
2024-04-11,B,Oeste,198
2024-02-11,C,Este,136
2024-10-14,D,Este,465
2024-06-15,A,Centro,57
2024-04-18,A,Oeste,272
2024-02-05,C,Norte,406
2024-08-19,C,Oeste,65
2024-08-16,A,Norte,345
2024-12-18,C,Oeste,155
2024-06-12,D,Sur,332
2024-03-13,A,Oeste,153
2024-05-15,D,Centro,410
2024-12-18,D,Norte,195
2024-03-10,C,Este,84
2024-07-14,D,Centro,162
2024-09-25,C,Norte,357
2024-02-18,B,Norte,448
2024-11-11,C,Este,496
2024-05-09,D,Sur,102
2024-01-05,B,Centro,396
2024-01-27,C,Este,130
2024-06-08,D,Este,153
2024-05-28,A,Sur,371
2024-09-20,A,Centro,418
2024-08-17,C,Este,291
2024-07-18,C,Sur,80
2024-02-19,A,Centro,366
2024-03-07,D,Oeste,241
2024-10-26,D,Norte,406
2024-02-27,D,Sur,410
2024-09-15,C,Norte,282
2024-12-07,B,Oeste,147
2024-11-21,B,Este,83
2024-05-09,B,Este,292
2024-08-02,B,Centro,488
2024-06-20,B,Sur,108
2024-09-14,C,Sur,308
2024-04-11,C,Centro,66
2024-07-27,B,Norte,127
2024-10-17,C,Este,255
2024-12-19,C,Este,351
2024-10-12,B,Sur,215
2024-04-25,D,Sur,340
2024-09-20,C,Centro,434
2024-05-29,D,Oeste,161
2024-10-26,C,Norte,462
2024-02-05,C,Oeste,437
2024-11-28,B,Oeste,366
2024-10-13,C,Sur,402
2024-10-29,A,Sur,194
2024-11-06,A,Sur,205
2024-07-26,B,Oeste,227
2024-04-15,D,Norte,395
2024-06-06,D,Sur,185
2024-04-30,D,Este,467
2024-02-24,A,Norte,364
2024-01-12,D,Este,67
2024-05-24,D,Norte,400
2024-05-15,B,Sur,492
2024-01-03,D,Centro,204
2024-05-23,A,Sur,321
2024-01-30,A,Oeste,315
2024-08-24,A,Oeste,409
2024-10-05,B,Norte,381
2024-12-13,B,Oeste,455
2024-04-24,C,Sur,65
2024-04-13,D,Este,61
2024-04-27,B,Sur,124
2024-01-05,A,Norte,261
2024-12-25,A,Oeste,228
2024-09-04,B,Este,178
2024-12-29,B,Centro,332
2024-11-16,B,Este,244
2024-04-30,C,Este,317
2024-10-12,A,Sur,79
2024-05-28,C,Centro,58
2024-03-24,C,Norte,358
2024-08-18,D,Norte,494
2024-10-14,A,Este,359
2024-06-09,A,Este,214
2024-09-28,B,Oeste,242
2024-02-07,B,Centro,475
2024-08-13,D,Este,354
2024-05-21,C,Oeste,309
2024-10-18,B,Centro,241
2024-05-30,B,Norte,128
2024-04-23,A,Oeste,228
2024-08-24,A,Centro,140
2024-03-06,B,Oeste,493
2024-12-26,A,Este,264
2024-12-06,D,Sur,128
2024-09-14,B,Norte,464
2024-09-05,A,Este,152
2024-11-26,D,Este,160
2024-11-18,A,Centro,363
2024-06-28,A,Oeste,296
2024-07-08,A,Norte,283
2024-06-02,B,Este,131
2024-07-14,C,Centro,181
2024-11-06,A,Norte,284
2024-09-18,D,Oeste,327
2024-05-22,B,Este,436
2024-12-07,B,Este,384
2024-11-11,D,Este,148
2024-04-10,A,Norte,480
2024-08-31,C,Norte,87
2024-01-12,A,Norte,210
2024-08-26,D,Norte,481
2024-02-18,B,Centro,498
2024-02-11,C,Sur,166
2024-06-14,B,Centro,290
2024-03-22,D,Este,75
2024-10-17,A,Centro,185
2024-06-06,C,Oeste,99
2024-08-03,B,Norte,343
2024-06-06,B,Oeste,443
2024-05-13,B,Oeste,347
2024-03-07,A,Este,342
2024-12-01,C,Norte,203
2024-01-07,A,Oeste,269
2024-01-14,A,Este,189
2024-03-13,A,Norte,98
2024-06-11,D,Sur,191
2024-03-06,D,Este,95
2024-12-12,D,Centro,212
2024-05-09,C,Norte,334
2024-07-24,A,Oeste,317
2024-10-02,A,Oeste,165
2024-09-12,D,Centro,131
2024-09-22,A,Centro,93
2024-01-25,A,Oeste,243
2024-10-07,B,Norte,307
2024-09-09,A,Este,492
2024-11-05,B,Centro,322
2024-10-15,A,Centro,443
2024-06-12,C,Centro,323
2024-04-04,D,Sur,327
2024-09-26,B,Norte,132
2024-11-16,D,Norte,107
2024-04-19,B,Norte,102
2024-12-01,B,Norte,50
2024-11-05,B,Norte,265
2024-08-25,C,Oeste,366
2024-01-25,A,Centro,277
2024-05-20,B,Oeste,303
2024-04-26,C,Sur,208
2024-01-25,B,Este,336
2024-03-19,A,Centro,115
2024-03-08,B,Sur,452
2024-06-21,C,Oeste,358
2024-01-12,A,Este,144
2024-10-14,C,Sur,302
2024-05-07,A,Este,199
2024-04-05,A,Sur,72
2024-04-01,D,Oeste,293
2024-05-20,D,Este,264
2024-01-31,D,Sur,448
2024-11-29,A,Oeste,459
2024-01-20,B,Centro,180
2024-05-25,C,Oeste,392
2024-11-11,C,Oeste,197
2024-06-08,C,Centro,430
2024-12-14,D,Oeste,158
2024-02-12,A,Centro,89
2024-09-10,D,Centro,170
2024-05-09,B,Centro,344
2024-02-29,A,Sur,169
2024-05-30,C,Este,67
2024-10-13,D,Sur,218
2024-01-05,D,Centro,247
2024-09-22,B,Este,460
2024-12-10,B,Este,192
2024-05-09,D,Centro,86
2024-09-23,B,Este,235
2024-06-26,C,Este,310
2024-09-09,B,Sur,280
2024-02-25,B,Este,303
2024-03-23,D,Centro,378
2024-04-08,D,Norte,440
2024-05-28,A,Norte,346
2024-11-24,A,Norte,59
2024-06-04,D,Centro,495
2024-07-08,B,Norte,459
2024-09-19,B,Sur,373
2024-03-20,A,Centro,279
2024-09-08,A,Centro,73
2024-04-06,A,Centro,127
2024-09-16,C,Este,474
2024-09-16,C,Este,242
2024-04-12,A,Este,450
2024-02-09,B,Oeste,158
2024-09-29,A,Sur,329
2024-04-10,C,Centro,460
2024-12-24,B,Centro,312
2024-11-03,C,Este,378
2024-08-08,B,Centro,412
2024-11-03,C,Centro,404
2024-05-03,B,Norte,427
2024-08-18,B,Centro,317
2024-06-26,B,Oeste,390
2024-03-03,B,Este,308
2024-04-25,D,Sur,384
2024-07-09,C,Sur,134
2024-03-02,C,Norte,59
2024-09-12,D,Sur,338
2024-01-07,B,Sur,351
2024-06-03,B,Este,108
2024-04-01,C,Este,357
2024-01-14,D,Oeste,311
2024-08-16,B,Norte,435
2024-03-26,B,Sur,334
2024-05-12,B,Oeste,168
2024-07-01,A,Norte,217
2024-03-02,D,Sur,402
2024-08-06,B,Sur,238
2024-09-02,A,Este,300
2024-08-17,D,Centro,373
2024-03-19,B,Norte,462
2024-05-28,C,Sur,278
2024-05-17,A,Norte,239
2024-11-09,A,Oeste,365
2024-03-05,B,Oeste,173
2024-01-13,B,Centro,133
2024-07-31,A,Sur,346
2024-08-29,C,Este,264
2024-07-31,C,Sur,286
2024-06-29,D,Norte,162
2024-12-03,B,Oeste,266
2024-06-21,C,Norte,370
2024-06-08,D,Centro,295
2024-06-12,C,Oeste,497
2024-07-06,B,Este,384
2024-07-09,D,Oeste,368
2024-11-03,D,Sur,481
2024-09-12,D,Sur,453
2024-07-01,C,Oeste,423
2024-04-26,B,Centro,86
2024-10-08,D,Sur,113
2024-07-14,A,Sur,268
2024-02-03,B,Este,391
2024-02-21,A,Oeste,438
2024-04-21,A,Sur,83
2024-09-08,D,Centro,88
2024-03-22,D,Norte,116
2024-08-19,C,Oeste,258
2024-08-14,C,Este,367
2024-08-20,C,Sur,393
2024-08-08,B,Centro,201
2024-02-11,C,Oeste,436
2024-01-21,A,Centro,414
2024-02-11,C,Centro,248
2024-04-22,D,Este,138
2024-04-14,C,Oeste,297
2024-07-10,B,Sur,372
2024-01-17,B,Este,128
2024-04-29,A,Sur,483
2024-05-08,B,Norte,334
2024-05-09,C,Centro,379
2024-02-29,D,Norte,81
2024-02-17,B,Centro,136
2024-01-29,A,Este,88
2024-04-06,C,Sur,442
2024-01-10,A,Sur,150
2024-08-29,B,Este,293
2024-11-09,B,Oeste,281
2024-08-19,A,Norte,447
2024-10-03,C,Norte,117
2024-10-10,B,Sur,241
2024-07-21,D,Sur,453
2024-09-03,B,Sur,77
2024-10-16,C,Este,319
2024-09-20,B,Oeste,477
2024-08-01,A,Norte,275
2024-07-18,B,Centro,126
2024-03-19,B,Este,272
2024-12-08,C,Norte,421
2024-12-09,A,Oeste,216
2024-06-21,C,Este,333
2024-03-09,B,Norte,241
2024-03-27,D,Este,138
2024-04-10,B,Norte,81
2024-01-08,C,Norte,186
2024-11-28,D,Oeste,205
2024-07-18,C,Centro,299
2024-03-27,C,Oeste,144
2024-02-12,A,Norte,66
2024-04-18,D,Este,166
2024-05-31,B,Oeste,382
2024-01-17,C,Centro,360
2024-05-12,B,Norte,59
2024-05-27,A,Oeste,129
2024-10-03,A,Oeste,183
2024-08-19,D,Oeste,481
2024-11-09,A,Oeste,252
2024-12-31,A,Este,165
2024-08-15,B,Centro,269
2024-05-18,A,Centro,302
2024-07-29,A,Norte,218
2024-01-28,C,Sur,384
2024-02-20,A,Este,365
2024-09-17,C,Norte,254
2024-09-17,A,Norte,347
2024-12-15,A,Oeste,421
2024-12-17,D,Sur,297
2024-01-08,D,Sur,414
2024-11-15,C,Este,120
2024-05-17,A,Sur,205
2024-02-07,B,Norte,151
2024-04-20,D,Sur,62
2024-08-07,B,Sur,320
2024-12-02,D,Centro,341
2024-08-10,D,Norte,269
2024-05-15,A,Sur,64
2024-09-12,D,Sur,287
2024-12-25,B,Oeste,166
2024-11-24,D,Sur,380
2024-02-18,C,Sur,105
2024-10-18,A,Centro,400
2024-11-19,A,Norte,181
2024-03-18,C,Este,275
2024-04-14,C,Norte,357
2024-06-17,C,Oeste,443
2024-08-04,D,Norte,271
2024-04-28,A,Sur,222
2024-07-08,C,Oeste,389
2024-09-11,D,Norte,334
2024-09-22,C,Oeste,358
2024-05-28,B,Este,206
2024-06-12,B,Norte,200
2024-05-19,A,Sur,234
2024-12-12,D,Oeste,227
2024-09-14,B,Centro,70
2024-09-25,B,Oeste,161
2024-06-29,D,Centro,220
2024-06-08,C,Sur,187
2024-12-16,D,Este,282
2024-10-14,C,Centro,381
2024-10-14,B,Este,79
2024-08-13,B,Oeste,430
2024-01-11,B,Sur,356
2024-01-10,A,Centro,210
2024-09-27,A,Oeste,451
2024-09-29,A,Norte,127
2024-07-01,D,Oeste,327
2024-06-01,B,Este,369
2024-11-10,B,Sur,70
2024-11-29,D,Sur,434
2024-05-03,A,Oeste,412
2024-04-23,D,Norte,421
2024-10-04,A,Este,429
2024-07-31,B,Oeste,192
2024-06-20,C,Oeste,85
2024-10-14,A,Sur,352
2024-06-22,B,Este,487
2024-04-22,B,Norte,263
2024-05-01,C,Sur,81
2024-02-01,B,Oeste,235
2024-08-09,B,Sur,223
2024-04-28,A,Sur,103
2024-02-08,A,Centro,210
2024-09-24,C,Sur,299
2024-08-20,C,Sur,300
2024-01-18,B,Este,472
2024-05-28,A,Sur,328
2024-05-28,C,Norte,220
2024-05-05,C,Oeste,232
2024-10-28,D,Este,51
2024-12-25,C,Sur,243
2024-08-25,B,Norte,215
2024-05-14,A,Oeste,296
2024-05-30,C,Este,462
2024-08-23,D,Norte,293
2024-08-11,A,Sur,159
2024-07-21,C,Centro,429
2024-09-12,D,Centro,372
2024-03-26,C,Este,120
2024-05-29,A,Norte,213
2024-08-22,A,Oeste,334
2024-12-10,A,Norte,424
2024-01-22,B,Centro,470
2024-12-13,C,Este,162
2024-10-11,B,Sur,277
2024-09-25,A,Norte,350
2024-09-14,D,Centro,65
2024-01-29,C,Oeste,80
2024-07-31,B,Este,211
2024-10-09,C,Sur,355
2024-02-19,D,Norte,242
2024-04-04,B,Oeste,259
2024-03-28,A,Sur,427
2024-02-13,B,Centro,495
2024-10-04,C,Centro,281
2024-06-19,C,Oeste,476
2024-07-07,C,Centro,233
2024-12-18,C,Este,64
2024-07-02,A,Oeste,481
2024-01-03,B,Centro,354
2024-07-09,A,Norte,258
2024-04-27,A,Centro,221
2024-01-19,A,Este,315
2024-01-23,C,Sur,69
2024-01-30,C,Sur,119
2024-10-21,C,Centro,57
2024-04-17,B,Sur,478
2024-10-07,D,Centro,83
2024-05-07,C,Este,273
2024-08-16,B,Sur,228
2024-04-20,C,Norte,295
2024-05-15,C,Centro,309
2024-12-27,A,Sur,157
2024-07-04,A,Este,291
2024-05-23,A,Este,472
2024-03-12,B,Norte,73
2024-05-08,D,Este,265
2024-12-29,D,Este,104
2024-09-17,B,Sur,75
2024-01-03,C,Centro,330
2024-04-13,B,Oeste,341
2024-08-11,C,Este,376
2024-11-15,B,Este,235
2024-12-27,B,Oeste,61
2024-12-19,B,Este,178
2024-01-10,D,Sur,421
2024-10-28,A,Sur,483
2024-08-18,B,Oeste,458
2024-08-06,D,Este,257
2024-03-06,A,Este,182
2024-04-21,A,Centro,388
2024-01-13,B,Este,245
2024-03-26,C,Sur,311
2024-08-21,C,Norte,331
2024-03-30,C,Norte,418
2024-11-09,B,Norte,152
2024-02-23,C,Norte,169
2024-01-12,D,Este,232
2024-07-27,D,Este,472
2024-01-14,D,Centro,58
2024-04-30,D,Este,94
2024-01-20,A,Norte,293
2024-03-15,D,Oeste,319
2024-08-30,C,Oeste,161
2024-08-10,B,Sur,104
2024-03-10,C,Sur,442
2024-11-07,D,Este,64
2024-07-29,A,Oeste,86
2024-04-10,D,Norte,227
2024-07-04,B,Norte,176
2024-05-11,C,Norte,166
2024-04-20,B,Este,389
2024-05-11,B,Este,121
2024-01-20,B,Centro,401
2024-01-24,C,Norte,160
2024-08-14,D,Norte,198
2024-06-02,B,Este,234
2024-10-19,C,Este,154
2024-08-17,A,Centro,196
2024-11-05,C,Centro,270
2024-12-24,A,Sur,363
2024-07-20,C,Oeste,400
2024-02-07,D,Norte,423
2024-09-16,B,Norte,55
2024-07-06,D,Centro,309
2024-02-26,C,Centro,348
2024-01-20,B,Sur,398
2024-09-29,A,Oeste,91
2024-04-28,C,Sur,308
2024-03-11,B,Oeste,434
2024-01-04,A,Norte,488
2024-08-08,A,Sur,320
2024-01-14,D,Centro,96
2024-01-03,C,Sur,134
2024-08-03,A,Sur,223
2024-08-16,B,Norte,107
2024-12-01,A,Centro,248
2024-07-04,A,Centro,258
2024-02-24,D,Este,297
2024-09-10,D,Este,260
2024-01-24,B,Este,88
2024-06-10,D,Norte,301
2024-06-06,A,Sur,180
2024-03-22,A,Centro,463
2024-06-07,D,Centro,340
2024-07-06,A,Sur,299
2024-02-29,A,Centro,490
2024-10-31,B,Sur,462
2024-11-14,D,Norte,483
2024-12-31,A,Norte,495
2024-07-29,D,Norte,101
2024-05-31,B,Sur,423
2024-04-18,D,Sur,63
2024-03-16,A,Oeste,468
2024-01-30,D,Centro,205
2024-11-09,A,Centro,491
2024-04-26,A,Oeste,79
2024-12-21,A,Oeste,139
2024-07-10,B,Norte,440
2024-01-19,D,Oeste,216
2024-06-21,B,Sur,400
2024-08-15,D,Este,118
2024-12-15,B,Sur,212
2024-07-01,C,Oeste,291
2024-04-22,A,Centro,432
2024-07-01,A,Sur,101
2024-05-25,B,Centro,191
2024-11-14,C,Sur,112
2024-04-25,A,Centro,341
2024-04-22,D,Sur,140
2024-09-07,B,Centro,201
2024-09-07,A,Este,473
2024-10-29,A,Norte,206
2024-11-08,B,Sur,358
2024-04-27,B,Este,414
2024-10-27,D,Norte,199
2024-06-09,D,Sur,377
2024-07-16,A,Este,320
2024-09-16,A,Este,418
2024-05-27,B,Este,118
2024-08-27,A,Oeste,165
2024-02-16,A,Centro,241
2024-07-16,B,Norte,53
2024-02-16,A,Centro,124
2024-03-18,A,Centro,451
2024-05-03,C,Centro,347
2024-03-15,D,Este,290
2024-12-24,B,Centro,79
2024-05-16,C,Oeste,192
2024-03-30,D,Sur,375
2024-11-20,D,Este,232
2024-03-01,D,Norte,486
